Id,FIPS,County_State,Total,White,Black,AmInd_Alaska,Asian,PacIsl
0500000US35001,35001,"Bernalillo County, New Mexico",664639,469393,19093,29613,15046,57
0500000US35005,35005,"Chaves County, New Mexico",65779,56296,864,880,485,152
0500000US35013,35013,"Doña Ana County, New Mexico",210538,189521,2611,2369,2244,6
0500000US35031,35031,"McKinley County, New Mexico",71797,11718,326,53936,518,39
0500000US35043,35043,"Sandoval County, New Mexico",132330,97874,3210,18031,1685,180
0500000US35045,35045,"San Juan County, New Mexico",130145,72390,285,48931,194,206
0500000US35049,35049,"Santa Fe County, New Mexico",144606,121531,898,4247,1311,0
0500000US35061,35061,"Valencia County, New Mexico",76759,42259,1085,2303,531,0
0500000US36001,36001,"Albany County, New York",303833,238220,39731,770,14010,0
0500000US36005,36005,"Bronx County, New York",1386657,317773,485789,7474,47346,190
0500000US36007,36007,"Broome County, New York",200272,177671,8352,495,6624,0
0500000US36009,36009,"Cattaraugus County, New York",80229,74776,1259,2540,628,0
0500000US36011,36011,"Cayuga County, New York",79978,74170,2678,219,1710,0
0500000US36013,36013,"Chautauqua County, New York",134768,125052,3499,807,812,35
0500000US36015,36015,"Chemung County, New York",88824,78703,6075,338,847,0
0500000US36019,36019,"Clinton County, New York",82115,76459,3407,409,926,0
0500000US36027,36027,"Dutchess County, New York",297577,237846,30137,877,10971,0
0500000US36029,36029,"Erie County, New York",918652,737116,119408,6006,22674,104
0500000US36045,36045,"Jefferson County, New York",116582,101988,5201,547,1938,949
0500000US36047,36047,"Kings County, New York",2508340,1124497,854773,11538,263896,1215
0500000US36051,36051,"Livingston County, New York",65333,61402,1443,98,707,58
0500000US36053,36053,"Madison County, New York",73439,69807,1378,332,475,0
0500000US36055,36055,"Monroe County, New York",744389,571892,110968,2188,25124,187
0500000US36059,36059,"Nassau County, New York",1341245,966449,146040,1578,106254,50
0500000US36061,36061,"New York County, New York",1586698,912880,247629,4697,177195,469
0500000US36063,36063,"Niagara County, New York",216546,192397,15747,587,2150,123
0500000US36065,36065,"Oneida County, New York",234845,203821,11512,840,7060,298
0500000US36067,36067,"Onondaga County, New York",467204,380452,49847,4093,14949,49
0500000US36069,36069,"Ontario County, New York",108116,101196,2773,205,1329,0
0500000US36071,36071,"Orange County, New York",373355,282694,39144,1007,9099,133
0500000US36075,36075,"Oswego County, New York",122114,117833,888,238,803,0
0500000US36079,36079,"Putnam County, New York",99713,86774,1975,66,2041,0
0500000US36081,36081,"Queens County, New York",2233841,938544,411792,8292,519980,2009
0500000US36083,36083,"Rensselaer County, New York",159428,140080,7610,371,3548,31
0500000US36085,36085,"Richmond County, New York",469363,355328,48499,1178,37709,0
0500000US36087,36087,"Rockland County, New York",312183,228171,38962,426,20124,61
0500000US36089,36089,"St. Lawrence County, New York",111894,104832,2374,568,1351,0
0500000US36091,36091,"Saratoga County, New York",219960,207556,3201,339,2638,101
0500000US36093,36093,"Schenectady County, New York",154889,125433,15807,803,5895,0
0500000US36101,36101,"Steuben County, New York",98930,94196,2015,131,1249,0
0500000US36103,36103,"Suffolk County, New York",1494434,1210193,110611,3521,49747,124
0500000US36105,36105,"Sullivan County, New York",77500,61365,7510,114,1205,0
0500000US36109,36109,"Tompkins County, New York",101620,83846,4838,220,9913,0
0500000US36111,36111,"Ulster County, New York",182435,160048,9673,395,3302,49
0500000US36117,36117,"Wayne County, New York",93753,88029,2559,576,466,0
0500000US36119,36119,"Westchester County, New York",950541,633385,131984,1096,50680,0
0500000US37001,37001,"Alamance County, North Carolina",151528,104230,27365,214,1281,83
0500000US37019,37019,"Brunswick County, North Carolina",107992,91738,11715,391,469,0
0500000US37021,37021,"Buncombe County, North Carolina",238832,211845,14382,604,2426,668
0500000US37023,37023,"Burke County, North Carolina",90771,77760,5909,229,3031,189
0500000US37025,37025,"Cabarrus County, North Carolina",178588,140769,26979,861,3751,54
0500000US37027,37027,"Caldwell County, North Carolina",82998,75163,4617,717,395,0
0500000US37031,37031,"Carteret County, North Carolina",66685,59345,3828,350,393,0
0500000US37035,37035,"Catawba County, North Carolina",154389,127510,13113,365,5298,0
0500000US37045,37045,"Cleveland County, North Carolina",98050,75196,20616,298,861,0
0500000US37049,37049,"Craven County, North Carolina",103908,73263,21552,534,1074,0
0500000US37051,37051,"Cumberland County, North Carolina",320267,166514,114786,2327,6900,1288
0500000US37057,37057,"Davidson County, North Carolina",162930,139950,15004,763,2482,76
0500000US37063,37063,"Durham County, North Carolina",268454,123392,101507,344,11603,65
